770567971701940224	NONE
770503386789711872	N
770502863017635840	P
770599972102348800	N
770599962216390656	N
770599405816864768	N
770453393714348032	N
770466143098241025	N
770536258682617856	P
770613199200620545	NEU
770612909105905665	N
770610067146235904	P
770633854667386880	N
770633713822601216	NEU
770443909260570624	P
770434045469659136	N
770463923342540800	P
770496679632076800	N
770456170691780608	N
770499448438915072	N
770510704080281600	P
770434546168897536	N
770081000747573248	NONE
770080539130916864	P
770080368636592129	N
770772755637764096	N
770789027142328326	N
770792054519656448	N
770773957775593472	N
770877057765105664	P
770942085960724480	N
770941295883853824	P
770940641601781760	N
770940052557950976	N
770948285288841216	P
770947728792817665	N
770947357173243906	P
770946843383631873	N
770943381652504576	P
770918556825427969	P
770918502865702912	P
770914817360195601	N
770914042567327746	N
770960812785692672	NONE
770960332818935809	P
770963910707019776	N
770963684705308672	P
770959151992274945	N
770967255773507584	N
770938978916761600	N
770938248537530368	N
770938227570139136	P
770967899485986816	P
770799001071476736	N
770802532855799808	N
770809220291760128	P
770814690490548224	P
770792942151798784	N
770910691960160256	P
770952598954373120	N
770951927291056129	N
770924366884397056	N
770882694586757120	P
770865009991745536	N
770851876896202752	N
770905627212251136	P
770904895104884736	N
770902590817271808	N
770880018398515200	N
770919109919924224	N
770891179596582913	N
770889745337548800	N
770862443908202496	P
769849700941955072	P
769847264332439552	N
769846566593171456	P
769813375924789248	P
769812093130383360	N
769850987133693952	P
769837775633911808	N
769836787632050176	N
769835981549830144	P
769865680967598080	N
769865302125469696	N
769880535325937664	P
769707294019977216	N
769706280244154368	P
769705694283046913	N
769715235884236800	N
769744454026690561	N
769580781194899456	N
769605663756578820	N
769605224612978688	N
769651462062403584	N
769653122578911232	NONE
769871360638218240	N
769867907694288896	NEU
769963990160138241	N
769963110539165696	N
769968677269729280	N
769968532314529792	P
769968293184765952	NEU
769967832876613632	N
769967293988306944	P
769628373966524416	N
769645274440531968	NEU
769665676676038656	N
769665186760384512	N
769664229590925313	N
769647989652647936	N
769641872981622784	N
769667580248354817	N
769666919016361985	P
769666312083759108	N
769639779629694976	NONE
769668555650588672	N
769898106548813824	N
769903961507762176	P
769901444505989121	N
769901202872164356	P
769900426867175424	P
769899517365874689	N
769899057586249728	N
769909632169041921	N
769909114109648900	P
769882149088595968	N
769881236533895168	P
769896391938375680	N
769896030234107904	NONE
769620703301828608	N
769619934989213696	N
769607373224812544	N
769599499027279872	NONE
769598379039023104	NONE
769603190148988928	N
769602909571022848	N
769597539305791488	N
769604198639996928	N
769623387081760768	N
769593938634309633	NEU
769874402964111360	N
769919268020510720	N
769918960577998848	N
769921244674285569	P
769912889553682432	P
769912712373661696	N
769915541301653504	P
769914697411883008	N
769925890763612161	N
769912203919130624	P
769763768792412160	NONE
769782206021632000	P
769795043729272832	N
769834725997473793	N
769831806132772864	N
769830949156773888	N
769830814158819328	N
769818730511659008	N
769808386519101440	N
769822389538611200	N
769822274933448704	P
772410757115944965	N
772409576381644800	N
772408982434709504	N
772408946393047043	N
772408919746605056	N
772544273296261121	N
772543746361663488	N
772542718002298880	P
772544684744925184	N
772549660653355009	P
772548606112960512	N
772548491499429888	P
772542003418726401	P
772547740081524736	N
772547177566593024	N
772546568545337345	N
772523605603323905	N
772552969271255040	NEU
772552895803887616	P
772552312573325312	N
772552256336125952	N
771426766300872704	P
771426551627911172	N
771426339647787008	N
771440595852288000	P
771440279668813824	P
771439976160628736	NEU
771439744446234625	N
771439227825455104	N
771441410071560193	P
771446306187440128	N
771465068718481408	N
771465060153688070	N
771464641780285445	N
771439080785711104	N
771438847104278528	P
771437334944485376	N
771437181034491904	N
771436170706313216	P
771436046420701184	N
770675440138776577	P
770674641530740736	N
770749708163772417	N
770749467092025344	P
770740280446291969	N
770740237941280768	NEU
770751062257074178	N
770746512309641216	P
770746453262229504	N
770746150341189633	P
770742343741935616	N
770748893499973632	NONE
770748820896489473	P
770747892785184768	N
772425714196942848	N
772461065510715392	P
772428319706972160	P
772423981848727552	N
772423177490276352	P
772422657077805056	P
772421566026113024	P
772453896472109056	N
772451038125252608	N
772450051276759040	N
772455857254727680	N
772458982988447745	N
772457888501604352	N
772461713962725376	N
772437823685361665	P
772437168052637696	NEU
772436403900805120	P
772435799988178944	P
772435505350836224	N
772435295916658688	N
772400193765597184	N
772397615501762560	N
772396111092977664	NEU
772504520291221504	N
772504080287760385	N
772503834363039744	NONE
772497616672321536	N
772494646098419712	NONE
772493963290873856	N
772493962468814848	N
772499531363676160	N
772501852118278144	N
772506690197553153	N
772506009118072832	N
772077411575926784	N
772043139934785536	P
772042621137084416	N
772042482930556928	P
772042274150686720	N
772028149056012289	N
772079720821301249	P
772057480545304576	N
772057092568018944	P
772082514127155201	NONE
772081347032743936	P
772076047651266561	N
772075430220267521	P
772073514333536256	P
772073446150959104	N
772072462347563008	N
772518244783689728	N
772515729686003712	NEU
772376382995300352	P
772374341078089728	N
772521392331972608	N
